dis-15--deg-0--gl-0.0--mi-0.0,0.9847519992962963
dis-15--deg-0--gl-0.0--mi-0.001,0.9148801211101107
dis-15--deg-0--gl-0.0--mi-0.002,0.8044669155145052
dis-15--deg-0--gl-0.001--mi-0.0,0.9743922456179192
dis-15--deg-0--gl-0.001--mi-0.001,0.906509598576411
dis-15--deg-0--gl-0.001--mi-0.002,0.7977912363014658
dis-15--deg-0--gl-0.002--mi-0.0,0.9531512787695595
dis-15--deg-0--gl-0.002--mi-0.001,0.8884850827761155
dis-15--deg-0--gl-0.002--mi-0.002,0.7825158363099042
dis-15--deg-0--gl-0.003--mi-0.0,0.9273170112024597
dis-15--deg-0--gl-0.003--mi-0.001,0.8651472189832754
dis-15--deg-0--gl-0.003--mi-0.002,0.7639134203186685
dis-20--deg-0--gl-0.0--mi-0.0,0.9841309639074596
dis-20--deg-0--gl-0.0--mi-0.001,0.8892932103173941
dis-20--deg-0--gl-0.0--mi-0.002,0.7494184082673564
dis-20--deg-0--gl-0.001--mi-0.0,0.9695747102583586
dis-20--deg-0--gl-0.001--mi-0.001,0.8770742079172189
dis-20--deg-0--gl-0.001--mi-0.002,0.7408857167489299
dis-20--deg-0--gl-0.002--mi-0.0,0.9406623828055986
dis-20--deg-0--gl-0.002--mi-0.001,0.8525515751251557
dis-20--deg-0--gl-0.002--mi-0.002,0.7218892354813442
dis-20--deg-0--gl-0.003--mi-0.0,0.9052336340286706
dis-20--deg-0--gl-0.003--mi-0.001,0.8223085706079144
dis-20--deg-0--gl-0.003--mi-0.002,0.6969967899107083
